Date,Open,High,Low,Close
"Nov 17, 2010",2665.77,2688.36,2662.79,2680.57
"Nov 18, 2010",2700.40,2704.38,2677.70,2688.32
"Nov 19, 2010",2696.74,2696.80,2636.80,2655.84
"Nov 22, 2010",2658.40,2667.23,2639.55,2645.75
"Nov 23, 2010",2637.21,2654.51,2621.93,2637.95
"Nov 24, 2010",2649.96,2663.21,2631.69,2662.32
"Nov 25, 2010",2664.75,2674.79,2659.10,2667.14
"Nov 26, 2010",2647.83,2656.67,2607.40,2641.81
"Nov 29, 2010",2640.96,2643.33,2606.30,2616.18
"Nov 30, 2010",2624.94,2648.46,2611.60,2611.60
"Dec 01, 2010",2639.21,2673.83,2635.16,2667.42
"Dec 02, 2010",2682.01,2708.00,2677.92,2682.05
"Dec 03, 2010",2693.39,2714.70,2686.44,2712.09
"Dec 06, 2010",2716.54,2747.28,2699.62,2747.28
"Dec 07, 2010",2745.20,2780.39,2741.20,2765.38
"Dec 08, 2010",2749.11,2763.97,2743.07,2763.97
"Dec 09, 2010",2770.55,2782.92,2750.81,2757.07
"Dec 10, 2010",2762.19,2765.93,2750.89,2763.26
"Dec 13, 2010",2775.29,2781.75,2759.79,2769.89
"Dec 14, 2010",2766.03,2774.61,2753.03,2774.61
"Dec 15, 2010",2763.39,2787.09,2757.74,2787.09
"Dec 16, 2010",2774.01,2780.01,2742.49,2755.36
"Dec 17, 2010",2761.23,2765.99,2743.55,2759.52
"Dec 20, 2010",2757.99,2758.34,2728.55,2741.30
"Dec 21, 2010",2753.96,2780.81,2746.23,2772.03
"Dec 22, 2010",2775.85,2777.13,2767.53,2769.51
"Dec 23, 2010",2774.14,2774.49,2759.44,2768.66
"Dec 27, 2010",2771.40,2772.18,2755.41,2758.50
"Dec 28, 2010",2754.84,2775.09,2742.54,2742.54
"Dec 29, 2010",2768.44,2775.89,2759.50,2775.89
"Dec 30, 2010",2773.80,2775.60,2756.88,2756.88
"Dec 31, 2010",2763.43,2765.11,2740.49,2744.17
"Jan 03, 2011",2754.67,2782.32,2750.35,2782.32
"Jan 04, 2011",2781.55,2784.72,2736.12,2739.96
"Jan 05, 2011",2738.25,2738.81,2665.42,2705.35
"Jan 07, 2011",2706.60,2708.67,2664.70,2682.00
"Jan 10, 2011",2674.30,2674.30,2631.53,2658.32
"Jan 11, 2011",2665.17,2676.08,2651.81,2671.38
"Jan 12, 2011",2673.64,2719.81,2663.64,2719.34
"Jan 13, 2011",2726.30,2730.58,2699.50,2725.48
"Jan 14, 2011",2708.76,2722.88,2699.62,2704.88
"Jan 17, 2011",2701.75,2720.49,2699.34,2720.49
"Jan 18, 2011",2737.33,2794.65,2735.68,2794.58
"Jan 19, 2011",2800.57,2809.00,2754.85,2757.30
"Jan 20, 2011",2738.36,2760.21,2720.30,2726.25
"Jan 21, 2011",2725.35,2756.31,2723.58,2733.31
"Jan 24, 2011",2736.95,2745.29,2697.41,2722.41
"Jan 25, 2011",2742.72,2742.72,2692.02,2695.94
"Jan 26, 2011",2701.56,2734.76,2697.10,2715.71
"Jan 27, 2011",2707.18,2725.17,2688.09,2724.95
"Jan 28, 2011",2707.11,2730.39,2696.89,2704.92
"Jan 31, 2011",2685.71,2708.57,2660.51,2704.86
"Feb 01, 2011",2726.66,2742.20,2708.82,2727.96
"Feb 02, 2011",2749.19,2759.27,2717.28,2724.96
"Feb 03, 2011",2735.81,2750.69,2725.35,2733.73
"Feb 04, 2011",2752.43,2766.02,2728.82,2742.34
"Feb 07, 2011",2754.49,2763.01,2741.18,2741.18
"Feb 08, 2011",2752.31,2761.07,2732.70,2737.65
"Feb 09, 2011",2737.39,2749.34,2725.77,2742.05
"Feb 10, 2011",2734.33,2734.33,2700.96,2706.01
"Feb 11, 2011",2702.36,2727.07,2694.55,2727.06
"Feb 14, 2011",2741.99,2745.13,2705.20,2716.36
"Feb 15, 2011",2707.06,2718.86,2702.62,2702.62
"Feb 16, 2011",2712.66,2714.80,2687.36,2687.45
"Feb 17, 2011",2700.42,2703.27,2641.83,2641.83
"Feb 18, 2011",2651.41,2669.70,2627.95,2663.53
"Feb 21, 2011",2670.24,2672.66,2647.06,2661.46
"Feb 22, 2011",2638.72,2668.08,2638.72,2653.51
"Feb 23, 2011",2655.03,2680.98,2651.77,2673.86
"Feb 24, 2011",2644.90,2670.56,2644.17,2653.94
"Feb 25, 2011",2672.69,2683.56,2665.99,2673.52
"Feb 28, 2011",2676.19,2717.81,2669.82,2717.81
"Mar 01, 2011",2720.05,2722.40,2683.90,2692.29
"Mar 02, 2011",2679.41,2710.63,2666.79,2708.54
"Mar 03, 2011",2720.23,2766.00,2717.85,2762.89
"Mar 04, 2011",2777.60,2800.70,2767.39,2783.11
"Mar 07, 2011",2785.23,2820.13,2779.01,2788.23
"Mar 08, 2011",2811.89,2819.55,2776.52,2794.73
"Mar 09, 2011",2799.99,2803.93,2780.27,2780.27
"Mar 10, 2011",2766.35,2779.30,2758.78,2760.25
"Mar 11, 2011",2733.41,2754.49,2731.04,2749.30
"Mar 14, 2011",2743.35,2769.74,2731.42,2757.76
"Mar 15, 2011",2711.64,2748.55,2697.69,2748.55
"Mar 16, 2011",2746.51,2746.51,2714.19,2714.19
"Mar 17, 2011",2727.62,2758.56,2722.83,2757.54
"Mar 18, 2011",2765.87,2779.69,2755.03,2779.69
"Mar 21, 2011",2788.71,2800.84,2779.13,2792.57
"Mar 22, 2011",2786.41,2791.01,2754.10,2768.11
"Mar 23, 2011",2759.64,2782.04,2755.91,2768.96
"Mar 24, 2011",2766.38,2782.17,2761.04,2781.98
"Mar 25, 2011",2786.86,2813.89,2774.29,2813.89
"Mar 28, 2011",2806.83,2833.01,2801.23,2828.42
"Mar 29, 2011",2820.38,2822.71,2802.14,2816.07
"Mar 30, 2011",2832.02,2846.60,2806.43,2806.43
"Mar 31, 2011",2814.51,2821.83,2805.11,2816.96
"Apr 01, 2011",2826.61,2877.24,2826.13,2877.24
"Apr 04, 2011",2874.01,2897.45,2871.32,2883.35
"Apr 05, 2011",2883.84,2889.92,2869.49,2884.40
"Apr 06, 2011",2894.70,2931.54,2891.44,2928.19
"Apr 07, 2011",2922.09,2929.59,2907.98,2928.95
"Apr 08, 2011",2940.75,2942.39,2896.89,2903.53
"Apr 11, 2011",2914.84,2919.53,2892.03,2908.38
"Apr 12, 2011",2892.28,2907.06,2878.84,2890.82
"Apr 13, 2011",2902.90,2926.79,2893.32,2923.80
"Apr 14, 2011",2911.88,2921.00,2892.45,2906.85
"Apr 15, 2011",2912.80,2921.72,2904.62,2917.21
"Apr 18, 2011",2918.45,2920.37,2863.59,2872.70
"Apr 19, 2011",2874.33,2888.09,2868.57,2888.09
"Apr 20, 2011",2907.65,2938.04,2907.65,2925.83
"Apr 21, 2011",2927.89,2936.20,2905.36,2908.02
"Apr 26, 2011",2905.06,2927.04,2896.82,2927.04
"Apr 27, 2011",2930.59,2932.78,2905.59,2917.34
"Apr 28, 2011",2925.18,2933.43,2908.43,2932.62
"Apr 29, 2011",2923.85,2927.15,2908.62,2913.13
"May 02, 2011",2919.05,2919.81,2894.72,2919.81
"May 04, 2011",2897.04,2897.04,2869.30,2878.44
"May 05, 2011",2874.36,2883.47,2848.31,2858.91
"May 06, 2011",2856.40,2876.33,2845.32,2867.19
"May 09, 2011",2874.50,2877.64,2835.49,2835.49
"May 10, 2011",2845.61,2869.32,2844.27,2869.32
"May 11, 2011",2868.90,2875.85,2844.43,2857.03
"May 12, 2011",2835.80,2839.25,2810.12,2829.83
"May 13, 2011",2836.67,2844.27,2821.89,2822.57
"May 16, 2011",2815.22,2848.09,2810.90,2845.94
"May 17, 2011",2840.75,2844.42,2805.67,2805.67
"May 18, 2011",2825.78,2840.78,2823.70,2824.23
"May 19, 2011",2826.64,2861.97,2821.46,2821.46
"May 20, 2011",2837.34,2854.57,2829.43,2829.43
"May 23, 2011",2800.66,2816.70,2785.13,2816.70
"May 24, 2011",2812.75,2824.01,2805.32,2824.01
"May 25, 2011",2808.66,2853.70,2804.71,2853.70
"May 26, 2011",2857.25,2870.80,2846.79,2855.90
"May 27, 2011",2863.94,2881.22,2860.80,2866.63
"May 30, 2011",2875.60,2878.88,2865.93,2871.26
"May 31, 2011",2887.68,2914.64,2886.35,2903.61
"Jun 01, 2011",2915.42,2916.64,2889.91,2901.61
"Jun 02, 2011",2882.05,2909.67,2880.69,2896.05
"Jun 03, 2011",2901.74,2901.74,2866.91,2883.82
"Jun 06, 2011",2883.50,2889.60,2868.98,2868.98
"Jun 07, 2011",2881.30,2903.30,2879.36,2895.87
"Jun 08, 2011",2885.31,2891.16,2872.82,2884.17
"Jun 09, 2011",2856.36,2881.98,2852.15,2871.69
"Jun 10, 2011",2872.86,2874.23,2847.86,2852.16
"Jun 13, 2011",2852.82,2865.71,2850.85,2858.49
"Jun 14, 2011",2863.91,2879.07,2863.91,2879.07
"Jun 15, 2011",2872.16,2875.36,2857.55,2866.62
"Jun 16, 2011",2853.10,2868.56,2850.55,2863.81
"Jun 17, 2011",2864.68,2882.25,2859.14,2880.13
"Jun 20, 2011",2851.40,2859.11,2828.12,2828.12
"Jun 21, 2011",2847.33,2852.20,2821.18,2837.19
"Jun 22, 2011",2834.77,2835.31,2807.74,2807.74
"Jun 24, 2011",2809.21,2824.18,2790.64,2801.59
"Jun 27, 2011",2792.76,2797.45,2755.35,2788.18
"Jun 28, 2011",2778.74,2790.23,2764.96,2782.83
"Jun 29, 2011",2798.39,2816.22,2796.61,2812.05
"Jun 30, 2011",2817.82,2830.23,2792.58,2802.01
"Jul 01, 2011",2803.19,2813.35,2792.18,2813.35
"Jul 04, 2011",2825.82,2829.10,2804.15,2804.15
"Jul 05, 2011",2816.42,2823.72,2807.83,2813.58
"Jul 06, 2011",2815.07,2816.96,2788.34,2792.37
"Jul 07, 2011",2777.69,2820.08,2771.79,2820.08
"Jul 08, 2011",2820.52,2822.18,2780.43,2793.62
"Jul 11, 2011",2782.77,2787.06,2743.44,2743.44
"Jul 12, 2011",2717.56,2747.75,2699.35,2734.80
"Jul 13, 2011",2742.58,2765.55,2739.40,2762.63
"Jul 14, 2011",2750.39,2755.33,2732.07,2742.32
"Jul 15, 2011",2739.18,2747.60,2724.41,2747.60
"Jul 18, 2011",2722.52,2726.42,2675.15,2675.67
"Jul 19, 2011",2686.80,2701.91,2680.72,2680.72
"Jul 20, 2011",2707.43,2711.92,2691.22,2693.17
"Jul 21, 2011",2702.91,2732.89,2662.09,2729.46
"Jul 22, 2011",2736.51,2743.46,2717.07,2743.46
"Jul 25, 2011",2722.54,2735.13,2715.62,2734.40
"Jul 26, 2011",2737.72,2738.99,2706.89,2720.54
"Jul 27, 2011",2716.63,2716.63,2678.32,2689.21
"Jul 28, 2011",2667.83,2720.73,2667.83,2720.73
"Jul 29, 2011",2697.87,2726.31,2681.64,2726.31
"Aug 01, 2011",2744.18,2751.14,2702.23,2702.23
"Aug 02, 2011",2695.17,2698.85,2654.93,2665.98
"Aug 03, 2011",2632.52,2649.19,2550.92,2579.15
"Aug 04, 2011",2586.89,2590.40,2460.59,2487.66
"Aug 05, 2011",2369.86,2498.03,2369.86,2447.21
"Aug 08, 2011",2410.38,2480.15,2356.81,2390.01
"Aug 09, 2011",2427.78,2433.68,2269.61,2313.48
"Aug 10, 2011",2351.69,2366.63,2136.20,2194.07
"Aug 11, 2011",2216.24,2293.38,2115.38,2293.38
"Aug 12, 2011",2287.18,2349.07,2256.11,2331.53
"Aug 16, 2011",2342.31,2387.49,2303.52,2387.49
"Aug 17, 2011",2354.77,2407.20,2351.13,2387.30
"Aug 18, 2011",2353.84,2361.64,2177.03,2248.51
"Aug 19, 2011",2206.02,2306.96,2164.32,2252.40
"Aug 22, 2011",2244.84,2305.80,2243.77,2304.59
"Aug 23, 2011",2294.25,2334.25,2270.26,2299.06
"Aug 24, 2011",2305.20,2332.76,2262.30,2301.67
"Aug 25, 2011",2331.19,2334.80,2274.21,2314.33
"Aug 26, 2011",2302.48,2320.50,2270.41,2313.30
"Aug 29, 2011",2313.30,2358.53,2299.27,2352.41
"Aug 30, 2011",2366.29,2391.15,2358.27,2391.15
"Aug 31, 2011",2399.03,2452.41,2395.69,2450.95
"Sep 01, 2011",2430.58,2433.40,2379.06,2414.64
"Sep 02, 2011",2393.17,2398.62,2329.90,2359.75
"Sep 05, 2011",2304.96,2323.51,2272.41,2276.52
"Sep 06, 2011",2286.06,2322.98,2260.39,2290.08
"Sep 07, 2011",2325.35,2369.75,2317.70,2369.75
"Sep 08, 2011",2369.02,2391.07,2336.86,2365.94
"Sep 09, 2011",2351.93,2356.46,2248.74,2248.74
"Sep 12, 2011",2198.89,2202.46,2153.73,2181.88
"Sep 13, 2011",2211.88,2226.90,2154.70,2195.89
"Sep 14, 2011",2173.53,2233.75,2173.53,2210.18
"Sep 15, 2011",2218.56,2320.14,2213.56,2283.99
"Sep 16, 2011",2300.72,2313.59,2287.89,2298.52
"Sep 19, 2011",2253.43,2266.66,2218.66,2263.72
"Sep 20, 2011",2237.56,2310.40,2230.47,2284.94
"Sep 21, 2011",2301.52,2314.17,2275.78,2288.85
"Sep 22, 2011",2226.05,2235.35,2122.55,2122.55
"Sep 23, 2011",2116.03,2118.83,2018.99,2101.23
"Sep 26, 2011",2055.20,2165.90,2042.42,2115.22
"Sep 27, 2011",2183.28,2207.36,2178.48,2203.31
"Sep 28, 2011",2162.90,2209.40,2161.24,2181.59
"Sep 29, 2011",2170.43,2228.19,2164.22,2188.73
"Sep 30, 2011",2197.94,2200.29,2143.33,2188.73
"Oct 03, 2011",2123.14,2161.90,2112.52,2146.56
"Oct 04, 2011",2123.58,2124.31,2049.88,2089.84
"Oct 05, 2011",2124.82,2147.21,2105.24,2144.87
"Oct 06, 2011",2159.96,2194.66,2139.78,2173.27
"Oct 07, 2011",2181.64,2210.16,2162.68,2190.35
"Oct 10, 2011",2212.23,2269.14,2190.10,2265.59
"Oct 11, 2011",2273.54,2279.69,2243.52,2261.87
"Oct 12, 2011",2268.11,2321.52,2245.15,2316.65
"Oct 13, 2011",2307.51,2329.59,2269.53,2272.42
"Oct 14, 2011",2287.45,2318.46,2257.93,2300.65
"Oct 17, 2011",2322.97,2336.21,2263.11,2285.91
"Oct 18, 2011",2254.16,2288.43,2242.64,2288.43
"Oct 19, 2011",2298.56,2308.26,2272.42,2295.22
"Oct 20, 2011",2261.97,2274.81,2222.09,2222.09
"Oct 21, 2011",2237.67,2308.16,2231.85,2305.42
"Oct 24, 2011",2330.17,2375.92,2315.31,2370.68
"Oct 25, 2011",2363.52,2394.71,2319.50,2349.71
"Oct 26, 2011",2343.09,2371.04,2325.79,2340.27
"Oct 27, 2011",2403.70,2433.44,2387.44,2414.62
"Oct 28, 2011",2420.16,2431.12,2394.48,2409.30
"Oct 31, 2011",2392.53,2394.09,2371.57,2371.57
"Nov 02, 2011",2318.35,2376.83,2314.70,2355.68
"Nov 03, 2011",2328.23,2423.55,2327.23,2397.35
"Nov 04, 2011",2413.69,2415.09,2347.87,2362.72
"Nov 07, 2011",2347.31,2407.09,2325.73,2381.66
"Nov 08, 2011",2383.22,2416.48,2379.85,2397.27
"Nov 09, 2011",2414.32,2415.89,2303.28,2315.67
"Nov 10, 2011",2288.31,2322.44,2264.85,2288.44
"Nov 14, 2011",2355.27,2361.47,2304.19,2314.35
"Nov 15, 2011",2314.51,2325.74,2265.27,2302.27
"Nov 16, 2011",2280.75,2331.49,2276.23,2331.49
"Nov 17, 2011",2309.11,2321.04,2277.38,2293.36
"Nov 18, 2011",2279.89,2306.42,2239.88,2239.88
"Nov 21, 2011",2229.68,2230.49,2170.35,2182.14
"Nov 22, 2011",2198.38,2221.47,2183.83,2183.83
"Nov 23, 2011",2163.11,2177.18,2138.77,2146.14
"Nov 24, 2011",2153.80,2164.88,2116.61,2164.88
"Nov 25, 2011",2146.82,2180.77,2126.41,2163.80
"Nov 28, 2011",2188.99,2220.22,2188.93,2211.92
"Nov 29, 2011",2205.15,2219.88,2182.53,2182.53
"Nov 30, 2011",2171.83,2288.07,2164.89,2288.07
"Dec 01, 2011",2279.01,2287.87,2260.78,2265.03
"Dec 02, 2011",2294.00,2303.75,2250.67,2257.90
"Dec 05, 2011",2279.03,2305.96,2267.10,2292.13
"Dec 06, 2011",2273.98,2293.21,2242.12,2242.12
"Dec 07, 2011",2260.03,2264.72,2222.96,2253.57
"Dec 08, 2011",2268.49,2273.49,2203.36,2211.83
"Dec 09, 2011",2179.91,2233.37,2174.07,2226.88
"Dec 12, 2011",2216.15,2219.02,2162.25,2174.78
"Dec 13, 2011",2177.20,2213.77,2161.70,2187.60
"Dec 14, 2011",2189.26,2206.90,2170.69,2173.94
"Dec 15, 2011",2189.37,2194.93,2147.98,2161.32
"Dec 16, 2011",2176.24,2177.85,2111.44,2116.03
"Dec 19, 2011",2115.41,2149.59,2090.52,2106.24
"Dec 20, 2011",2099.14,2151.49,2094.53,2136.95
"Dec 21, 2011",2155.12,2167.44,2127.99,2156.43
"Dec 22, 2011",2147.61,2158.31,2138.96,2148.41
"Dec 23, 2011",2154.72,2168.83,2151.00,2168.83
"Dec 27, 2011",2169.08,2178.34,2162.23,2173.35
"Dec 28, 2011",2156.30,2165.91,2144.85,2148.03
"Dec 29, 2011",2152.00,2162.62,2128.15,2162.62
"Dec 30, 2011",2163.27,2164.53,2137.46,2144.48
"Jan 02, 2012",2150.60,2199.00,2143.87,2194.11
"Jan 03, 2012",2203.07,2207.93,2184.10,2204.27
"Jan 04, 2012",2197.87,2200.78,2160.82,2183.98
"Jan 05, 2012",2181.38,2181.38,2133.77,2157.43
"Jan 09, 2012",2164.20,2164.20,2126.71,2126.71
"Jan 10, 2012",2140.68,2164.57,2134.01,2138.06
"Jan 11, 2012",2151.91,2155.59,2119.32,2131.00
"Jan 12, 2012",2133.78,2183.29,2130.67,2166.99
"Jan 13, 2012",2182.11,2192.63,2147.67,2166.38
"Jan 16, 2012",2153.32,2185.09,2150.77,2182.94
"Jan 17, 2012",2209.14,2236.08,2207.21,2207.87
"Jan 18, 2012",2225.97,2235.94,2204.98,2228.09
"Jan 19, 2012",2239.67,2244.38,2200.99,2244.38
"Jan 20, 2012",2243.23,2261.02,2232.64,2261.02
"Jan 23, 2012",2260.36,2274.91,2252.88,2265.75
"Jan 24, 2012",2266.41,2272.49,2251.21,2264.78
"Jan 25, 2012",2276.68,2279.95,2243.10,2252.99
"Jan 26, 2012",2265.61,2326.72,2259.38,2305.55
"Jan 27, 2012",2307.13,2330.56,2302.00,2306.37
"Jan 30, 2012",2299.47,2316.62,2286.35,2316.62
"Jan 31, 2012",2323.93,2356.21,2322.04,2332.17
"Feb 01, 2012",2335.04,2370.59,2333.17,2363.60
"Feb 02, 2012",2378.68,2380.42,2357.39,2371.09
"Feb 03, 2012",2368.73,2397.61,2362.07,2374.47
"Feb 06, 2012",2370.99,2390.27,2362.60,2390.27
"Feb 07, 2012",2390.97,2401.50,2358.43,2374.64
"Feb 08, 2012",2383.73,2391.17,2368.10,2376.65
"Feb 09, 2012",2388.62,2394.96,2352.29,2364.29
"Feb 10, 2012",2353.62,2358.66,2324.97,2324.97
"Feb 13, 2012",2345.79,2350.46,2331.09,2342.29
"Feb 14, 2012",2342.57,2360.73,2327.84,2329.32
"Feb 15, 2012",2351.00,2353.78,2326.16,2335.41
"Feb 16, 2012",2320.82,2346.47,2316.11,2319.33
"Feb 17, 2012",2348.96,2359.89,2342.81,2359.89
"Feb 20, 2012",2369.07,2379.84,2348.92,2348.92
"Feb 21, 2012",2365.77,2366.33,2339.39,2352.13
"Feb 22, 2012",2358.24,2358.24,2317.32,2328.36
"Feb 23, 2012",2313.12,2335.49,2297.46,2297.46
"Feb 24, 2012",2316.10,2327.63,2308.94,2311.89
"Feb 27, 2012",2314.36,2314.36,2288.23,2313.28
"Feb 28, 2012",2322.87,2328.62,2308.22,2319.30
"Feb 29, 2012",2339.30,2342.00,2309.11,2317.11
"Mar 01, 2012",2297.70,2320.89,2293.08,2320.89
"Mar 02, 2012",2316.97,2332.06,2309.54,2325.26
"Mar 05, 2012",2307.69,2315.66,2281.57,2284.32
"Mar 06, 2012",2280.96,2283.73,2240.67,2249.56
"Mar 07, 2012",2245.63,2265.61,2235.96,2265.61
"Mar 08, 2012",2268.27,2296.59,2261.59,2296.59
"Mar 09, 2012",2301.83,2309.33,2282.86,2286.02
"Mar 12, 2012",2288.12,2296.12,2275.89,2292.12
"Mar 13, 2012",2298.67,2301.95,2283.17,2298.33
"Mar 14, 2012",2322.79,2343.10,2317.30,2337.46
"Mar 15, 2012",2335.29,2344.17,2328.17,2344.17
"Mar 16, 2012",2341.49,2352.28,2333.79,2337.92
"Mar 19, 2012",2337.99,2337.99,2316.99,2324.30
"Mar 20, 2012",2324.33,2325.79,2296.94,2299.76
"Mar 21, 2012",2303.28,2315.72,2290.61,2298.42
"Mar 22, 2012",2296.61,2297.10,2251.26,2261.86
"Mar 23, 2012",2265.42,2284.34,2246.19,2284.34
"Mar 26, 2012",2281.72,2310.55,2271.36,2305.12
"Mar 27, 2012",2329.13,2334.96,2314.52,2323.63
"Mar 28, 2012",2313.54,2329.00,2299.85,2307.52
"Mar 29, 2012",2291.31,2293.43,2266.41,2271.36
"Mar 30, 2012",2287.98,2294.05,2273.34,2286.53
"Apr 02, 2012",2286.36,2303.84,2275.13,2300.97
"Apr 03, 2012",2307.94,2313.81,2298.69,2298.69
"Apr 04, 2012",2286.19,2287.14,2257.06,2257.06
"Apr 05, 2012",2267.42,2271.48,2241.73,2263.35
"Apr 10, 2012",2252.50,2260.07,2226.01,2226.18
"Apr 11, 2012",2228.34,2256.72,2213.05,2251.89
"Apr 12, 2012",2256.06,2278.58,2245.08,2278.58
"Apr 13, 2012",2275.67,2278.11,2249.93,2249.93
"Apr 16, 2012",2244.33,2261.58,2241.69,2251.37
"Apr 17, 2012",2251.57,2276.89,2243.66,2271.20
"Apr 18, 2012",2274.01,2275.30,2243.88,2246.37
"Apr 19, 2012",2252.42,2262.63,2226.99,2232.18
"Apr 20, 2012",2229.68,2237.86,2208.92,2221.91
"Apr 23, 2012",2212.52,2215.18,2162.90,2167.13
"Apr 24, 2012",2177.07,2183.65,2157.33,2180.35
"Apr 25, 2012",2183.27,2212.63,2180.29,2185.89
"Apr 26, 2012",2200.71,2213.36,2192.40,2209.63
"Apr 27, 2012",2203.29,2244.30,2194.09,2244.30
"Apr 30, 2012",2245.40,2245.51,2230.19,2240.57
"May 02, 2012",2249.14,2251.74,2218.79,2225.96
"May 04, 2012",2218.98,2225.51,2204.11,2210.08
"May 07, 2012",2179.00,2217.40,2177.36,2217.40
"May 08, 2012",2205.94,2210.95,2168.35,2168.35
"May 09, 2012",2177.73,2185.08,2151.60,2168.49
"May 10, 2012",2179.57,2189.88,2169.63,2187.54
"May 11, 2012",2173.41,2178.77,2158.47,2178.77
"May 14, 2012",2168.04,2168.04,2126.83,2137.12
"May 15, 2012",2140.80,2145.19,2108.25,2111.15
"May 16, 2012",2090.71,2126.33,2066.94,2119.73
"May 17, 2012",2115.79,2121.00,2057.12,2057.12
"May 18, 2012",2035.67,2076.57,2035.67,2060.99
"May 21, 2012",2080.16,2102.93,2077.85,2096.35
"May 22, 2012",2106.24,2111.51,2082.91,2099.75
"May 23, 2012",2082.64,2082.64,2038.14,2038.14
"May 24, 2012",2052.18,2053.57,2009.30,2035.80
"May 25, 2012",2048.71,2063.66,2020.47,2037.18
"May 28, 2012",2055.14,2062.62,2047.58,2055.69
"May 29, 2012",2058.69,2092.61,2044.48,2090.74
"May 30, 2012",2075.64,2085.96,2056.07,2072.09
"May 31, 2012",2070.15,2096.35,2065.91,2096.35
"Jun 01, 2012",2088.74,2100.13,2048.14,2071.54
"Jun 04, 2012",2065.45,2086.35,2055.16,2077.76
"Jun 05, 2012",2081.21,2083.62,2039.72,2039.72
"Jun 06, 2012",2058.41,2110.91,2057.86,2110.91
"Jun 08, 2012",2087.66,2153.86,2082.76,2153.86
"Jun 11, 2012",2167.34,2181.56,2162.57,2164.70
"Jun 12, 2012",2162.39,2216.79,2161.56,2213.31
"Jun 13, 2012",2215.92,2232.90,2201.59,2209.11
"Jun 14, 2012",2210.65,2220.06,2200.59,2207.85
"Jun 15, 2012",2207.35,2248.11,2206.75,2233.38
"Jun 18, 2012",2259.05,2263.34,2219.09,2228.36
"Jun 19, 2012",2223.90,2271.72,2223.90,2270.94
"Jun 20, 2012",2265.73,2276.39,2255.72,2260.76
"Jun 21, 2012",2246.58,2257.96,2235.20,2245.58
"Jun 22, 2012",2223.16,2246.45,2219.61,2242.15
"Jun 25, 2012",2230.55,2231.52,2208.35,2208.35
"Jun 26, 2012",2223.20,2259.94,2220.23,2252.23
"Jun 27, 2012",2253.63,2276.19,2245.79,2276.19
"Jun 28, 2012",2272.48,2272.64,2229.73,2238.18
"Jun 29, 2012",2272.27,2275.30,2252.73,2275.30
"Jul 02, 2012",2266.57,2276.01,2248.64,2254.86
"Jul 03, 2012",2261.42,2277.86,2256.30,2270.54
"Jul 04, 2012",2267.59,2273.15,2251.92,2262.27
"Jul 05, 2012",2268.93,2302.06,2264.10,2287.47
"Jul 06, 2012",2288.63,2294.50,2258.11,2273.28
"Jul 09, 2012",2263.46,2268.51,2237.99,2241.55
"Jul 10, 2012",2244.71,2253.55,2228.91,2247.02
"Jul 11, 2012",2240.95,2245.91,2212.72,2221.15
"Jul 12, 2012",2147.47,2166.35,2142.07,2153.90
"Jul 13, 2012",2167.91,2192.71,2162.23,2191.41
"Jul 16, 2012",2193.26,2193.36,2175.84,2188.92
"Jul 17, 2012",2188.67,2198.50,2179.74,2190.90
"Jul 18, 2012",2188.65,2190.51,2163.31,2184.83
"Jul 19, 2012",2192.34,2198.92,2172.32,2198.92
"Jul 20, 2012",2193.57,2198.07,2168.51,2172.56
"Jul 23, 2012",2140.94,2144.73,2097.57,2101.10
"Jul 24, 2012",2104.32,2115.12,2089.08,2114.51
"Jul 25, 2012",2102.84,2136.74,2099.37,2118.73
"Jul 26, 2012",2122.35,2152.56,2110.10,2114.71
"Jul 27, 2012",2149.10,2168.36,2141.46,2162.64
"Jul 30, 2012",2168.50,2191.93,2160.29,2190.68
"Jul 31, 2012",2184.13,2194.07,2168.92,2185.67
"Aug 01, 2012",2181.33,2188.76,2174.75,2188.63
"Aug 02, 2012",2185.29,2206.88,2162.44,2170.95
"Aug 03, 2012",2173.78,2229.01,2173.58,2222.64
"Aug 06, 2012",2226.56,2261.97,2223.20,2261.97
"Aug 07, 2012",2258.61,2273.33,2250.33,2266.53
"Aug 08, 2012",2257.87,2269.33,2247.82,2269.33
"Aug 09, 2012",2282.73,2322.95,2270.22,2319.42
"Aug 10, 2012",2307.49,2326.61,2301.64,2313.09
"Aug 13, 2012",2304.41,2335.50,2298.32,2311.84
"Aug 14, 2012",2325.25,2331.65,2312.59,2317.70
"Aug 16, 2012",2328.70,2351.03,2324.91,2343.94
"Aug 17, 2012",2344.85,2351.85,2311.67,2313.69
"Aug 20, 2012",2294.42,2301.37,2280.76,2281.86
"Aug 21, 2012",2297.60,2313.24,2297.60,2299.36
"Aug 22, 2012",2290.70,2295.14,2273.59,2279.15
"Aug 23, 2012",2291.25,2291.95,2265.42,2278.08
"Aug 24, 2012",2274.41,2289.38,2263.98,2283.08
"Aug 27, 2012",2281.74,2294.60,2274.55,2276.94
"Aug 28, 2012",2257.69,2263.87,2250.21,2253.26
"Aug 29, 2012",2259.60,2260.22,2235.53,2235.53
"Aug 30, 2012",2234.48,2246.02,2224.38,2227.08
"Aug 31, 2012",2235.03,2267.15,2233.08,2258.29
"Sep 03, 2012",2261.63,2282.64,2260.06,2265.07
"Sep 04, 2012",2264.13,2268.78,2247.56,2248.48
