0,0,0,0,0
-0.010002766,-0.006937765,-0.012039679,-0.001311876,0
-0.008316305,0.002012753,0.00510939,0.010953267,-0.001311876
0.012563688,0.020733141,0.028011052,0.027369688,0.010953267
0.01950584,0.02419757,0.029786656,0.030146193,0.027369688
0.016802149,0.014855189,0.020455678,0.014520491,0.030146193
0.008423382,0.011399665,0.021234769,0.015859324,0.014520491
0.010056305,0.018088062,0.024043122,0.025896074,0.015859324
0.020755071,0.019361619,0.025012456,0.02829519,0.025896074
0.019666455,0.020857825,0.027639625,0.024736951,0.02829519
0.014401842,0.048502013,0.028482131,0.055368359,0.024736951
0.04670337,0.051316305,0.050341985,0.049626654,0.055368359
0.039547065,0.040379751,0.052063233,0.043974805,0.049626654
0.034924912,0.032943251,0.038266069,0.037631075,0.043974805
0.028411068,0.035374586,0.041663269,0.033902112,0.037631075
0.027634761,0.036425493,0.040268152,0.04437915,0.033902112
0.038056911,0.0493748,0.052769851,0.049527814,0.04437915
0.042973525,0.046934559,0.05459981,0.055008941,0.049527814
0.0498086,0.053168751,0.062010237,0.059169205,0.055008941
0.046435678,0.046230986,0.051555918,0.044585816,0.059169205
0.044338756,0.050879912,0.058187254,0.055790675,0.044585816
0.048148908,0.056339283,0.062408842,0.060508037,0.055790675
0.052003676,0.062003491,0.065869457,0.071479275,0.060508037
0.066253826,0.070847138,0.075562803,0.067930021,0.071479275
0.063541211,0.065423391,0.076033881,0.073923318,0.067930021
0.066369826,0.082736632,0.08263804,0.088174246,0.073923318
0.080432591,0.087376652,0.095483988,0.088039464,0.088174246
0.08217259,0.092497595,0.098165512,0.101508657,0.088039464
0.091390126,0.09348616,0.09852788,0.092406394,0.101508657
0.082966744,0.083342239,0.094342528,0.085631363,0.092406394
0.075801515,0.078684407,0.089713276,0.088309028,0.085631363
0.081637206,0.09519611,0.098138334,0.1005562,0.088309028
0.091086741,0.093833494,0.105367577,0.096368979,0.1005562
0.080352283,0.085470771,0.091688182,0.095155943,0.096368979
0.091479356,0.099533326,0.108040042,0.102892417,0.095155943
0.09514674,0.117184995,0.111853966,0.117367981,0.102892417
0.109905505,0.120230843,0.126357748,0.121366508,0.117367981
0.10707689,0.111565317,0.123005843,0.115085676,0.121366508
0.097591662,0.099845036,0.110476967,0.106270947,0.115085676
0.098528585,0.115145524,0.115196811,0.12418794,0.106270947
0.114599042,0.119625236,0.131131947,0.127207052,0.12418794
0.120149194,0.118699013,0.125968202,0.121429406,0.127207052
0.108459967,0.115546293,0.124527789,0.125005616,0.121429406
0.109102428,0.109605999,0.112379399,0.103323719,0.125005616
0.100304277,0.106426561,0.114961272,0.115570891,0.103323719
0.110949504,0.119500552,0.126575169,0.125508801,0.115570891
0.113224888,0.137107691,0.127263668,0.147253596,0.125508801
0.144741186,0.17962488,0.160012683,0.189251602,0.147253596
0.178604253,0.196421574,0.185994474,0.17988876,0.189251602
0.156180567,0.189670835,0.173818907,0.193744328,0.17988876
0.180870714,0.208141855,0.197128233,0.202370362,0.193744328
0.189954403,0.201444551,0.208107986,0.20857931,0.202370362
0.208978397,0.228874996,0.227422204,0.239201732,0.20857931
0.234346697,0.232642229,0.234017303,0.236092766,0.239201732
0.224897162,0.235100281,0.231652851,0.222345023,0.236092766
0.201732861,0.219399024,0.21884314,0.22059286,0.222345023
0.207613167,0.226336789,0.226036146,0.234996541,0.22059286
0.23069716,0.23139539,0.236644472,0.23667682,0.234996541
0.225914392,0.223567026,0.226606876,0.220179529,0.23667682
0.210700551,0.208836522,0.20476514,0.194957364,0.220179529
0.188624865,0.192725589,0.199592336,0.201076457,0.194957364
0.187955634,0.193446974,0.195243919,0.204095569,0.201076457
0.20785409,0.235634641,0.225972732,0.238536809,0.204095569
0.235488851,0.24422892,0.252126648,0.2447188,0.238536809
0.238192542,0.243124577,0.244082076,0.235993926,0.2447188
0.228412853,0.235349649,0.235222177,0.246372124,0.235993926
0.235212235,0.238431121,0.247343389,0.242175917,0.246372124
0.229465776,0.232802536,0.236300222,0.226235724,0.242175917
0.218142394,0.222899077,0.233102324,0.231528156,0.226235724
0.214171626,0.217332835,0.230121846,0.223540089,0.231528156
0.212583319,0.248281144,0.226525343,0.256948001,0.223540089
0.256484844,0.267402301,0.263360058,0.253515558,0.256948001
0.249685462,0.261693563,0.265842279,0.270075747,0.253515558
0.272590993,0.289987888,0.287348825,0.298173257,0.270075747
0.29829837,0.304299811,0.300240069,0.292692131,0.298173257
0.28544022,0.315922126,0.304144585,0.319046464,0.292692131
0.316715595,0.317525204,0.316954296,0.326180913,0.319046464
0.317723902,0.317471768,0.325143815,0.32512063,0.326180913
0.313226673,0.319529051,0.328387009,0.321032249,0.32512063
0.313994057,0.348571479,0.334039951,0.360604182,0.321032249
0.357529736,0.417307898,0.378239797,0.406906219,0.360604182
0.385735574,0.413318015,0.396992345,0.406618684,0.406906219
0.407159875,0.445058958,0.428627078,0.438175594,0.406618684
0.451543246,0.462051583,0.443185215,0.439343703,0.438175594
0.424872177,0.436491397,0.430565747,0.429603472,0.439343703
0.440246634,0.459700403,0.461031843,0.471394812,0.429603472
0.489252157,0.524838802,0.505068623,0.538444259,0.471394812
0.548403216,0.552028784,0.530162613,0.534526601,0.538444259
0.519635225,0.533459798,0.524872039,0.516717434,0.534526601
0.481953082,0.496063553,0.489486796,0.479652443,0.516717434
0.453613399,0.466923159,0.445440957,0.440089495,0.479652443
0.43451802,0.435983755,0.41396023,0.444555265,0.440089495
0.440335865,0.437577927,0.414213888,0.407975488,0.444555265
0.384807574,0.390892736,0.371264212,0.370497165,0.407975488
0.345670971,0.381799722,0.366200118,0.384550413,0.370497165
0.393373725,0.390910548,0.369932509,0.358780135,0.384550413
0.354861737,0.359089452,0.361933234,0.353325965,0.358780135
0.351702969,0.382218304,0.367096979,0.393266302,0.353325965
0.412299565,0.415678102,0.39364044,0.385799391,0.393266302
0.36854081,0.374309786,0.38489831,0.384182009,0.385799391
0.38160419,0.387036443,0.384744304,0.389106037,0.384182009
0.369085117,0.36646361,0.351098428,0.343855298,0.389106037
0.330965744,0.345944213,0.339937492,0.354655812,0.343855298
0.355959275,0.365145524,0.364234271,0.358411731,0.354655812
0.335230974,0.351314524,0.354749287,0.358034342,0.358411731
0.357333429,0.368592141,0.374244689,0.375816553,0.358034342
0.379337729,0.376696591,0.373356887,0.364135465,0.375816553
0.337086973,0.344741904,0.338270598,0.327375978,0.364135465
0.319062363,0.332148837,0.338243421,0.329945818,0.327375978
0.338371896,0.345908589,0.351044073,0.355167983,0.329945818
0.355745121,0.365368174,0.363283055,0.37198875,0.355167983
0.368228502,0.418661608,0.387045341,0.429055359,0.37198875
0.433911251,0.437880731,0.424441727,0.42221743,0.429055359
0.429298022,0.462710627,0.450568465,0.45011726,0.42221743
0.440550018,0.482553169,0.457843004,0.470801772,0.45011726
0.458797705,0.468000784,0.463396295,0.471340899,0.470801772
0.480578929,0.478322824,0.471884767,0.461555741,0.471340899
0.447679555,0.482027715,0.459065996,0.495251188,0.461555741
0.49639954,0.532720601,0.517688092,0.51613338,0.495251188
0.505037075,0.505405935,0.479268016,0.476255942,0.51613338
0.465258011,0.46621068,0.446346877,0.457018088,0.476255942
0.439479249,0.449253678,0.458703628,0.446828585,0.457018088
0.438006942,0.450179901,0.414875209,0.409233451,0.446828585
0.389188803,0.398917032,0.384717126,0.382070428,0.409233451
0.34717897,0.377355634,0.365221724,0.389645164,0.382070428
0.371860193,0.372920452,0.377243285,0.378539145,0.389645164
0.372627578,0.376384881,0.366000815,0.359175495,0.378539145
0.357181736,0.397420826,0.357575758,0.409889389,0.359175495
0.417867564,0.419970788,0.405752593,0.401209442,0.409889389
0.399209416,0.434968473,0.41316302,0.428453334,0.401209442
0.41373618,0.422696021,0.433174797,0.421507579,0.428453334
0.424550946,0.440231912,0.420383204,0.427779425,0.421507579
0.412843873,0.421707456,0.407437605,0.396887439,0.427779425
0.392374341,0.397527698,0.396122662,0.398046563,0.396887439
0.388564188,0.415642478,0.402228564,0.419261216,0.398046563
0.415984795,0.423381782,0.424070299,0.412845603,0.419261216
0.401029723,0.410174201,0.413407619,0.422756557,0.412845603
0.420838947,0.418421146,0.409276623,0.397803955,0.422756557
0.401011877,0.408980799,0.40601531,0.396483094,0.397803955
0.39170511,0.395060739,0.406268968,0.399070904,0.396483094
0.369754348,0.367844038,0.360891425,0.354431176,0.399070904
0.344394971,0.344545973,0.341586266,0.335957085,0.354431176
0.308559905,0.308369848,0.312524347,0.309854346,0.335957085
0.309666366,0.308352036,0.276749558,0.271594289,0.309854346
0.271734378,0.288055288,0.276985098,0.299548032,0.271594289
0.302233445,0.302002066,0.303338316,0.311238106,0.299548032
0.311682981,0.309171387,0.293907687,0.283374217,0.311238106
0.276374377,0.290566777,0.29272999,0.290221132,0.283374217
0.285297451,0.300968972,0.301082575,0.307769721,0.290221132
0.301974676,0.305181504,0.306291616,0.301884249,0.307769721
0.305285137,0.340173132,0.325161933,0.3521309,0.301884249
0.348044508,0.360532222,0.355320016,0.354709725,0.3521309
0.342110664,0.351911225,0.345345835,0.358285935,0.354709725
0.342878048,0.345944213,0.339439235,0.337098238,0.358285935
0.320606055,0.331667914,0.334203017,0.333764635,0.337098238
0.317045749,0.361859214,0.334139602,0.370649918,0.333764635
0.371762039,0.38318015,0.385804231,0.389007197,0.370649918
0.364944811,0.374585872,0.377496943,0.383148682,0.389007197
0.37724973,0.390643369,0.394763781,0.395997879,0.383148682
0.402225415,0.415900752,0.420156724,0.415909642,0.395997879
